District,Health Sub District,Health Facility Name
Kamwenge,Mbarara Municipality,Kamukuzi D.H.O
Kamwenge,Mbarara Municipality,Kamukuzi Division
Kamwenge,Mbarara Municipality,Mbarara Municipal Council
Kamwenge,Mbarara Municipality,Nyamitanga
Kamwenge,Mbarara Municipality,Nyamityobora
Kiruhura,Mbarara Municipality,Ruharo Mission
Kiruhura,Mbarara Municipality,Ruti
Kiruhura,Rwampara,Bugamba
Kiruhura,Rwampara,Bushwere
Kiruhura,Rwampara,Ihunga
Kiruhura,Rwampara,Kakigani
Kiruhura,Rwampara,Kibare
Kiruhura,Mbarara Municipality,Kicwamba
Kiruhura,Rwampara,Kikonkoma
Kiruhura,Rwampara,Kinoni
Kiruhura,Rwampara,Kongoro
Kiruhura,Rwampara,Mwizi
Kiruhura,Rwampara,Ndeija
Kiruhura,Rwampara,Ngugo
Kiruhura,Rwampara,Nyabikungu
Kiruhura,Rwampara,Nyakabaare
Kiruhura,Mbarara Municipality,Nyakayojo
Kiruhura,Rwampara,Nyaruhandagazi
Kiruhura,Rwampara,Rwakishakizi
Kiruhura,Rwampara,Rwentsinga
Kiruhura,Rwampara,Ryamiyonga
Kiruhura,Bukanga (Rugaaga),Kagaaga
Kiruhura,Rwampara,Kigaaga
Kiruhura,Rwampara,Kitojo
Kiruhura,Nyabushozi,Moya
Kiruhura,Nyabushozi,Nswere
Kiruhura,Mbarara Municipality,Mbarara Moslem
Kiruhura,Mbarara Municipality,Makenke Army Barracks 2nd Division
Kiruhura,Buhweju,Bihanga
Kiruhura,Buhweju,Bitsya
Kiruhura,Buhweju,Burere
Kiruhura,Buhweju,Butare
Kiruhura,Buhweju,Bwoga
Kiruhura,Buhweju,Engaju
Kiruhura,Buhweju,Karungu
Kiruhura,Buhweju,Kikamba
Kiruhura,Buhweju,Kiyanja
Kiruhura,Buhweju,Kyeyare
Kiruhura,Buhweju,Mushasha
Kiruhura,Buhweju,Nsiika
Kiruhura,Buhweju,Rushambya
Kiruhura,Buhweju,Rwanyamabare
Mbarara,Igara East,Burungira
Mbarara,Igara East,Buyanja
Mbarara,Igara East,Bwera
Mbarara,Igara East,Hunter Foundation
Mbarara,Igara East,Kabushaho
Mbarara,Igara East,Kainamo
Mbarara,Igara East,Kajunju
Mbarara,Igara East,Kashogashoga
Mbarara,Igara East,Kyabugimbi
Mbarara,Igara East,Kyeizooba
Mbarara,Igara East,Numba
Mbarara,Igara East,Nyamiyaga
Mbarara,Igara East,Ruhumuro
Mbarara,Igara East,Rutooma
Mbarara,Igara East,Ryeishe
Mbarara,Igara East,St. Laura Kitabi
Mbarara,Igara West,Ankole Tea Factory
Mbarara,Igara West,Bitooma
Mbarara,Igara West,Comboni
Mbarara,Igara West,Igara Tea Factory
Mbarara,Igara West,Kakanju
Mbarara,Igara West,Kakanju
Mbarara,Igara West,Kashozi
Mbarara,Igara West,Kibazi
Mbarara,Igara West,Kyamuhunga
Mbarara,Igara West,Nombe
Mbarara,Igara West,Nyabubare
Mbarara,Igara West,Nyarugote
Mbarara,Igara West,Rushinya
Mbarara,Igara West,Swazi
Mbarara,Ishaka Bushenyi Municipality,Bushenyi
Mbarara,Ishaka Bushenyi Municipality,Bushenyi Prisons
Mbarara,Ishaka Bushenyi Municipality,Ishaka Adventist
Mbarara,Ishaka Bushenyi Municipality,Katungu Mission
Mbarara,Ishaka Bushenyi Municipality,Kiu Training Hospital
Mbarara,Ishaka Bushenyi Municipality,Ruharo
Mbarara,Ishaka Bushenyi Municipality,Rukararwe
Mbarara,Ruhinda,Bitereko
Mbarara,Ruhinda,Bubangizi
Mbarara,Ruhinda,Bukongoro
Mbarara,Ruhinda,Bukuba
Mbarara,Ruhinda,Iraramira
Mbarara,Ruhinda,Kabira
Mbarara,Ruhinda,Kanyabwanga
Mbarara,Ruhinda,Kanyabwanga
Mbarara,Ruhinda,Kashenshero
Mbarara,Ruhinda,Katenga
Mbarara,Ruhinda,Kibare
Mbarara,Ruhinda,Kigyende
Mbarara,Ruhinda,Kirambi
Mbarara,Ruhinda,Kisiizi
Mbarara,Ruhinda,Kyeibare
Mbarara,Ruhinda,Mayanga
Mbarara,Ruhinda,Mitooma
Mbarara,Ruhinda,Mitooma Central Clinic
Mbarara,Ruhinda,Mutara
Mbarara,Ruhinda,Nyakatsiro
Mbarara,Ruhinda,Nyakishojwa
Mbarara,Ruhinda,Nyakizinga
Mbarara,Ruhinda,Rubare
Mitooma,Ruhinda,Rurama
Mitooma,Ruhinda,Rwamuniori
Mitooma,Ruhinda,Rwoburunga
Mitooma,Ruhinda,Ryengyerero
Mitooma,Kajara,Bwongyera
Mitooma,Kajara,Ihunga
Mitooma,Kajara,Iterero
Mitooma,Kajara,Kagamba St. Lucia
Mitooma,Kajara,Karuruma
Mitooma,Kajara,Kitondo
Mitooma,Kajara,Nyabushenyi
Mitooma,Kajara,Nyakibigi
Mitooma,Kajara,Rukarango
Mitooma,Kajara,Rukoni
Mitooma,Kajara,Rwamabondo
Mitooma,Kajara,Rwanda
Mitooma,Kajara,Rwashamaire
Mitooma,Ruhaama,Buhanama
Mitooma,Ruhaama,Butare
Mitooma,Ruhaama,Itojo
Mitooma,Ruhaama,Kafunjo
Mitooma,Ruhaama,Kibeho
Mitooma,Ruhaama,Kishami
Mitooma,Ruhaama,Kitwe
Mitooma,Ruhaama,Kiyoora
Mitooma,Ruhaama,Kyamwasha
Mitooma,Ruhaama,Ngomba
Ntungamo,Ruhaama,Ntungamo
Ntungamo,Ruhaama,Nyaburiza
Ntungamo,Ruhaama,Nyakyera
Ntungamo,Ruhaama,Nyarubaare
Ntungamo,Ruhaama,Nyongozi
Ntungamo,Ruhaama,Ruhaama
Ntungamo,Ruhaama,Ruhoko
Ntungamo,Ruhaama,Rweikiniro
Ntungamo,Ruhaama,Rwoho
Ntungamo,Rushenyi,Kaina
Ntungamo,Rushenyi,Kayonza
Ntungamo,Rushenyi,Kigaaga
Ntungamo,Rushenyi,Kyafoora
Ntungamo,Rushenyi,Ngoma
Ntungamo,Rushenyi,Nyanga
Ntungamo,Rushenyi,Rubaare
Ntungamo,Rushenyi,Rugarama
Ntungamo,Rushenyi,Rushooka
Ntungamo,Bunyaruguru,Butoha
Ntungamo,Bunyaruguru,Kashaka
Ntungamo,Bunyaruguru,Katunguru
Ntungamo,Bunyaruguru,Kazinga
Ntungamo,Bunyaruguru,Kicwamba
Ntungamo,Bunyaruguru,Kishenyi
Ntungamo,Bunyaruguru,Mushumba
Ntungamo,Bunyaruguru,Ndagaro
Ntungamo,Bunyaruguru,Rugazi
Ntungamo,Bunyaruguru,Rugazi Mission
Ntungamo,Bunyaruguru,Rumuri
Ntungamo,Bunyaruguru,Rutoto
Ntungamo,Bunyaruguru,St. Charles
Ntungamo,Katerera,Katerera
Ntungamo,Katerera,Kyabakara
Ntungamo,Katerera,Kyenzaza
Ntungamo,Katerera,Munyonyi
Ntungamo,Katerera,St. Josephs Clinic
Ntungamo,Sheema North,Kabwohe
Ntungamo,Sheema North,Kasaana
Ntungamo,Sheema North,Kcrc Kabwohe
Ntungamo,Sheema North,Kigarama
Ntungamo,Sheema North,Kihunda
Rubirizi,Sheema North,Kihunda
Rubirizi,Sheema North,Kitojo Community
Rubirizi,Sheema North,Kiziba
Rubirizi,Sheema North,Kyabandara
Rubirizi,Sheema North,Kyangyenyi
Rubirizi,Sheema North,Mabaare
Rubirizi,Sheema North,Matsyoro
Rubirizi,Sheema North,Migina
Rubirizi,Sheema North,Mushanga
Rubirizi,Sheema North,Muzira
Rubirizi,Sheema North,Rushozi
Rubirizi,Sheema North,Rwamujojo
Rubirizi,Sheema North,Rweibare
Rubirizi,Sheema North,St. Claret
Rubirizi,Sheema South,Amg Bugongi
Rubirizi,Sheema South,Bigona
Rubirizi,Sheema South,Bugongi
Rubirizi,Sheema South,Buraro
Sheema,Sheema South,Karera
Sheema,Sheema South,Karugorora
Sheema,Sheema South,Kasana East
Sheema,Sheema South,Kasana West
Sheema,Sheema South,Kashozi
Sheema,Sheema South,Kitagata
Sheema,Sheema South,Kyeibanga
Sheema,Sheema South,Kyeihara
Sheema,Sheema South,Nyakashoga
Sheema,Sheema South,Nyamabaare
Sheema,Sheema South,Rugarama
Sheema,Sheema South,Rukondo
Sheema,Sheema South,Shuuku
Sheema,Buhweju,Buredo
Sheema,Buhweju,Tumu
Sheema,Sheema South,Hope Medical Centre
Sheema,Bukanga (Rugaaga),Rwanjogwera
Sheema,Kibale (Rukunyu),Mabale
Sheema,Kashaari (Bwizibwera),St. Johns Biharwe
Sheema,Ibanda South,Rwenshambya
Sheema,Ibanda South,Katembe
Sheema,Isingiro South (Kabuyanda),Ntungu
Sheema,Kashaari (Bwizibwera),St. Franciska Makonje
Sheema,Mbarara Municipality,Mbarara
Sheema,Kashaari (Bwizibwera),Rubindi
Sheema,Mbarara Municipality,Nyamitanga Diocese
Sheema,Ishaka Bushenyi Municipality,Katungu
Sheema,Kashaari (Bwizibwera),Nyamirima
Sheema,Mbarara Municipality,Nyamitanga IMAU
Sheema,Igara West,Bushenyi Islamic Kakanju
Sheema,Mbarara Municipality,AIDS Information Centre Mbarara
Sheema,Buhweju,Buredo Health Centre
Sheema,Buhweju,Tumu
Sheema,Igara West,James Finalys- Ankole Estate Clinic
Sheema,Mbarara Municipality,Mayanja Memorial Hospital
Sheema,Mbarara Municipality,Mbarara Community
Sheema,Sheema North,Lower Kabwohe Clinic
Sheema,Mbarara Municipality,Mbarara Police
